Series;Episode;Character;Phrase
4;22;Raj; The lonely guy and the two happy couples? I’d rather get a prostate exam from a leper who walks away with nine fingers.
4;22;Priya; Oh, would you please stop feeling sorry for yourself?
4;22;Raj; I have to feel sorry for myself. I’m the only one who cares. Just like I’m the only one who’ll have sex with me.
4;22;Leonard; Really? In front of your sister?
4;22;Priya; We shared a room growing up. This is not news to me.
4;22;Raj; Excuse me. I’m going to go wander the streets alone. Invisible, unwanted and unloved, a pathetic shadow in a city with no heart. (Leaves, then returns a moment later) I forgot my windbreaker. It’s chilly.
4;22;Scene; Penny’s apartment. 
4;22;Amy; I don’t understand. Is this a way to break in new shoes?
4;22;Penny; No. Once these puppies touch the ground they’re mine, and I’ll have to wear them walking up and down Hollywood Boulevard in order to pay them off. Pretty, pretty, pretty.
4;22;Amy; Good news: the wildebeest is in the curry.
4;22;Penny; The what?
4;22;Amy; Bernadette is with Priya and Leonard. Message received. Commence operation “Priya Wouldn’t Wanna Be-ya.”
4;22;Penny; Hey. Seriously? Didn’t you get enough of this cliquey crap in high school?
4;22;Amy; I wish. A clique requires friends. I didn’t have any.
4;22;Penny; None?
4;22;Amy; I used to take my lunch down to the maintenance room and eat with the janitor. It was nice until his wife called me a puta and made me stop. Hang on. It’s the wildebeest. Priya just made a snide comment about your acting career.
4;22;Penny; Wh… What the hell did she say?
4;22;Amy; She thinks it’s cool you’re following your dream, no matter what.
4;22;Penny; That bitch!
4;22;Amy; How do you want to handle it?
4;22;Penny; Um, okay. Tell Bernadette to tell Priya that I’m on my way to Prague to shoot a movie with Angelina Jolie.
4;22;Amy; Got it. Is it going to be in 3-D?
4;22;Penny; What? I don’t know. It doesn’t matter.
4;22;Amy; I’m gonna say 3-D. That’ll let her know the studio has faith in it.
4;22;Scene; Raj’s apartment.
4;22;Leonard; You’re kidding. 3-D?
4;22;Bernadette; That’s what I hear.
4;22;Howard; Then the studio must have real faith in it.
4;22;Leonard; Wonder why she didn’t tell me.
4;22;Priya; Have you been spending time with your ex-girlfriend?
4;22;Leonard; No.
4;22;Priya; Then why are you surprised she didn’t tell you?
4;22;Leonard; Well, it’s not as much surprised as, uh, uh, you know, uh. th-th-th-the other thing.
4;22;Priya; What other thing?
4;22;Leonard; Well, you know, if you, if, if, if you, uh, I don’t, oh, what’s the word I’m looking for?
4;22;Howard; I’m not going to help you. This is hilarious.
4;22;Bernadette; She’s also dating an astronaut.
4;22;Priya; Wow. That’s very impressive.
4;22;Bernadette; Yeah. But Leonard’s impressive, too.
4;22;Leonard; Thank you. Befuddled. The word I was looking for was befuddled.
4;22;Scene; The apartment. Sheldon is playing three person chess by himself. 
4;22;Sheldon; Knight to old woman six-and-a-third. Brilliant move. Thank you. (Knock on door) Will the two of you excuse me?
4;22;Raj; I need a hug.
4;22;Sheldon; Sorry, I have company.
4;22;Raj; Come on, Sheldon, open the door.
4;22;Sheldon; I don’t want to hug you.
4;22;Raj; I don’t want to hug you, either. I was just feeling blue.
4;22;Sheldon; Blue, as in depressed.
4;22;Raj; Well, not so much depressed as lonely.
4;22;Sheldon; I don’t know what colour lonely is.
4;22;Raj; What?
4;22;Sheldon; Red is angry, yellow is frightened, green is jealous and blue is depressed. Perhaps we can assign a colour to lonely.
4;22;Raj; Nothing rhymes with orange. It’s probably lonely.
4;22;Sheldon; All right. Come in. You look positively orange with loneliness. No, I don’t see that catching on at all.
4;22;Raj; What are you doing?
4;22;Sheldon; I’m working on my three-person chess game.
4;22;Raj; Oh, cool. Can I play?
4;22;Sheldon; It’s three-person chess. Did you bring a friend?
4;22;Raj; No.
4;22;Sheldon; Then as a mental exercise I invite you to figure out why the two of us can’t play three-person chess. Can you believe this guy? Social protocol does, however, require me to bring you a hot beverage in your time of need.
4;22;Raj; No, thank you. I’m fine.
4;22;Sheldon; It’s not optional. We’re out of tea. I hope you like bouillon.
4;22;Raj; I, uh, I guess you’re probably wondering what’s got me down.
4;22;Sheldon; Actually, I was wondering if I could add a third new chess piece. How do you think people would feel about Prince Joey, the king’s feeble-minded but well-meaning cousin?
4;22;Raj; I’m going to be 30 years old, and I have no one in my life to love me. I’m such a basket case, I can’t even talk to a woman without having alcohol in my body.
4;22;Sheldon; The fun thing about Prince Joey is every time he moves, there’s a one-in-five chance he’ll kill himself.
4;22;Raj; Sheldon, listen to me. I have a big decision to make, and I’m scared.
4;22;Sheldon; Yellow. Go ahead.
4;22;Raj; A friend at the School of Pharmacology gave me these new pills they’re testing. He says it’s the next big thing for social anxiety disorder.
4;22;Sheldon; Fascinating. What’s in it?
4;22;Raj; I’m not sure. Some sort of beta-blocker attached to a molecule extracted from the urine of cows.
4;22;Sheldon; I like cows.
4;22;Raj; That’s not the point.
4;22;Sheldon; It was its own point. Go on.
4;22;Raj; I’m a scientist. My ability to think is my bread and butter. I’m afraid if I take this, I might lose that special, unique something that makes me so successful in my field.
4;22;Sheldon; Rajesh, I’ve had the privilege of working alongside you for many years. My recommendation is that you gobble these up like Tic Tacs.
4;22;Scene; Raj’s apartment. 
4;22;Howard; Okay, I’m still trying to work this out. How did Penny meet an astronaut?
4;22;Bernadette; I don’t know. The regular way people meet astronauts.
4;22;Howard; Most of those guys live in Texas.
4;22;Bernadette; Obviously, this one doesn’t.
4;22;Howard; Okay.
4;22;Bernadette; Leonard lives here. Priya’s from India. People meet, Howard. God!
4;22;Howard; Fine.
4;22;Bernadette; You’ve met lots of astronauts, and I’ve never grilled you about that. I’d thank you to extend me the same courtesy.
4;22;Howard; I’m not grilling you, I was just curious.
4;22;Leonard; I still can’t get over the fact that she got a big movie part. Not that I care what my ex-girlfriend’s up to, ’cause I don’t.
4;22;Bernadette; Maybe that’s where she met the astronaut, all right?
4;22;Priya; I’m sorry. What would an astronaut be doing working on a movie?
4;22;Bernadette; He’s a consultant.
4;22;Leonard; I thought the movie was about 18th-century Vienna?
4;22;Bernadette; He can’t have a hobby? Excuse me, I have to pee. Or is that implausible, as well?
4;22;Howard; It’s nice to have another couple to hang with, isn’t it?
4;22;Scene; Penny’s apartment. 
4;22;Penny; All right, guys, you have to go back. I can’t afford you. “No, don’t send
4;22;Amy; Good golly, Penny, your whimsy is boundless. (Phone rings) What do you got for me, wildebeest?
4;22;Bernadette; I think they’re on to me. The story’s starting to fall apart.
4;22;Amy; Calm down. Everything’s going to be okay. (To Penny) We may have to kill her. Bernadette, I’m putting you on speakerphone. Where are you now?
4;22;Bernadette; In the bathroom.
4;22;Amy; Oh, look at this, another one of our classic bathroom gabfests. What’s the problem?
4;22;Bernadette; They’re just asking me all sorts of questions I can’t answer.
4;22;Amy; Just change the subject.
4;22;Bernadette; I suppose I could get them back to talking about Leonard going to India to meet Priya’s parents.
4;22;Penny; What?
4;22;Bernadette; They said something about going there this summer.
4;22;Penny; What, are they getting engaged?
4;22;Bernadette; I don’t know. I was too busy covering my heinie on Amy’s stupid astronaut story!
4;22;Amy; What astronaut story?
4;22;Bernadette; You texted me Penny’s dating an astronaut.
4;22;Amy; I texted architect. That’s amusing. Auto-correct must’ve changed it.
4;22;Bernadette; Yeah, it’s hysterical.
4;22;Penny; All right, look, just forget about the astronaut.
4;22;Amy; Architect. Where would you have met an astronaut?
4;22;Penny; Look, just find out what’s up with this trip to India.
4;22;Bernadette; I don’t want to do this anymore!
4;22;Penny; Don’t you quit on us!
4;22;Howard; Bernie, you okay?
4;22;Bernadette; It was an architect!
4;22;Scene; A coffee shop.
4;22;Raj; Thank you for coming with me, Sheldon. You’re a good friend.
4;22;Sheldon; I’m glad you think so. That’s what I strive to emulate.
4;22;Raj; Okay, let’s see if this drug works.
4;22;Woman at table; Can I help you?
4;22;Raj; Forgive me for staring, but you’re very beautiful.
4;22;Woman; Thank you. That’s a great accent. Where are you from?
4;22;Raj; India.
4;22;Woman; Oh, cool. I’ve always wanted to go there.
4;22;Raj; It’s a beautiful country. You’d love it. May I join you?
4;22;Woman; Uh, okay, sure. Why not?
4;22;Raj; My name is Dr. Rajesh Koothrappali, and this is my friend Dr. Sheldon Cooper.
4;22;Woman; Hi.
4;22;Sheldon; Oh, there’s no need to interact with me. I’m just here to observe.
4;22;Woman; What’s he observing?
4;22;Raj; We’re scientists. We observe everything. Here, go buy yourself a scone.
4;22;Sheldon; All right.
4;22;Raj; And what is your name?
4;22;Woman; Angela.
4;22;Raj; Oh, derived from the word angel. Appropriate.
4;22;Angela; You’re cute.
4;22;Sheldon; I’d like to buy a scone.
4;22;Server; Oh, I’m sorry, we’re out. We have muffins.
4;22;Sheldon; They sound delicious, but this money is earmarked for scones.
4;22;Angela; What are you doing?
4;22;Raj; Oh, just getting comfortable. So how long have you lived in Los Angeles?
4;22;Angela; I…
4;22;Sheldon; They were out of scones.
4;22;Raj; Sheldon, I’m talking to someone. You’re being rude. I’ll bet you’re an actress. If not, you should be. You have a very expressive face.
4;22;Angela; Oh, my God.
4;22;Raj; Wait, where are you going? We were doing so well. She never even got to see my penis. Ta-da!
4;22;Scene; Raj’s apartment. They are playing Jenga, 
4;22;Priya; Who wants some more coffee?
4;22;Leonard; Thanks, yeah.
4;22;Howard; Sure.
4;22;Bernadette; Let me help you.
4;22;Howard; Nice to see that the gals are getting along.
4;22;Leonard; Gals? Who are you, Fred Flintstone?
4;22;Bernadette; This trip to India sounds fun.
4;22;Priya; Yeah, I think it will be.
4;22;Bernadette; Are you concerned your parents might not approve of Leonard?
4;22;Priya; A little. They’re very old-fashioned.
4;22;Bernadette; Well, I wouldn’t worry about it. It’s not like you guys are getting engaged, right?
4;22;Priya; Oh, God, no. We’re not there yet.
4;22;Bernadette; Not engaged. Very interesting. I have to tinkle.
4;22;Priya; You’ve been in there a lot tonight. Are you okay?
4;22;Bernadette; Yes. Are you writing a book?
4;22;Priya; Why are you getting upset?
4;22;Bernadette; I’m not upset. Maybe you’re upset.
4;22;Priya; What’s up with you? Bernadette?
4;22;Bernadette; I can’t do this anymore! I’m a good girl! I went to Catholic school! (Storms out,)
4;22;Howard; Okay, well, it’s getting late. This was terrific. You win. Bernie?
4;22;Leonard; I think the word you’re looking for is befuddled.
4;22;Scene; The apartment. Sheldon, Leonard and Howard are playing three person chess. 
4;22;Sheldon; My catapult flings my bishop to Howard’s Queen’s Gorilla two.
4;22;Howard; Nice. Okay, rook to transporter pad. And he comes out at Leonard’s Queen’s Bishop
4;22;Leonard; Hang on. When is my pawn allowed to use the golf cart?
4;22;Sheldon; When it’s done charging. Or you land on the time machine. Obviously.
4;22;Leonard; Oh, oh, Beekeeper to King 12. I capture your Pope and release the swarm. Checkmate on Sheldon.
4;22;Sheldon; I knew I should have given my Pope the jet pack.
4;22;Raj; Hey, I’ve got winners.
4;23;Scene; The Cheesecake Factory
4;23;Penny; Hey, do me a favour and take table seven.
4;23;Bernadette; You mean the one with my one hundred and eighteen-pound rock-hard stud of a fiancé who’s prone to canker sores and pinkeye?
4;23;Penny; Nah, I prefer to look at it as the one with my ex-boyfriend and his gorgeous, successful and sophisticated girlfriend, who makes me feel like a toothless Okie.
4;23;Bernadette; Do you want me to spill hot soup on her?
4;23;Penny; Oh, please, you’re not that kind of person.
4;23;Bernadette; I know. But if she orders something low-fat I’ll totally give her the full-fat version.
4;23;Leonard; Uh, that’s my water.
4;23;Sheldon; What?
4;23;Leonard; My water. You’re drinking it.
4;23;Sheldon; Dear Lord! Have you been drinking it?
4;23;Leonard; Yes. It’s my water.
4;23;Sheldon; Well, that’s it then. I’m dead.
4;23;Leonard; Here we go.
4;23;Sheldon; I’m sorry, do I really need to connect the dots for you? The backwash into this glass is every pathogen that calls your mouth home, sweet home. Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.
4;23;Raj; Hey! That’s my sister and my country you’re talking about. Leonard may have defiled one, but I won’t have you talking smack about the other.
4;23;Bernadette; You guys ready to order?
4;23;Sheldon; Yes, I’d like a seven-day course of penicillin, some, uh, syrup of ipecac, to induce vomiting, and a mint.
4;23;Bernadette; I don’t understand.
4;23;Howard; He drank from Leonard’s glass.
4;23;Sheldon; He drank from Leonard’s glass. Words they’ll be carving into my tombstone.
4;23;Leonard; That’s actually my napkin.
4;23;Sheldon; Oh, this is a nightmare!
4;23;Howard; Where are you going?
4;23;Sheldon; To the bar, to sterilize my mouth with alcohol. Gang way! Dead man walking!
4;23;Scene; The same. 
4;23;Bernadette; All right. Here you go. Two lemonades, one iced tea and a root beer for Priya.
4;23;Priya; Is it diet?
4;23;Bernadette; That’s what you ordered.
4;23;Priya; Thank you. Hey, have you and Howard started planning your wedding yet?
4;23;Bernadette; Yeah. We’re thinking of having it on a cliff overlooking the ocean.
4;23;Howard; Nothing soothes those pre-wedding jitters like the thought of falling and drowning.
4;23;Leonard; What did your mother say when you told her you were getting married?
4;23;Bernadette; He hasn’t told her yet. He’s waiting for the right time.
4;23;Howard; I was thinking of weaving it into her eulogy.
4;23;Priya; Howard, you’ve got to tell your mother.
4;23;Howard; Hey, have you told your parents you’re dating this short glass of skim milk here?
4;23;Priya; Uh, that’s different. First of all, we’re not engaged, and second, Indian parents are very protective of their children.
4;23;Howard; Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.
4;23;Sheldon; I gargled with tequila and may have swallowed a teeny bit.
4;23;Leonard; You all right?
4;23;Sheldon; Fine. Thank you for asking. I love you so much.
4;23;Scene; The apartment. 
4;23;Sheldon; Fire demon.
4;23;Raj; Ooh, fire demon. Sheldon’s turning up the heat.
4;23;Howard; Troll master.
4;23;Raj; Check it! Howard pulls one out from under the bridge. Nice!
4;23;Leonard; Water nymph.
4;23;Raj; Oh, yeah, she’s got puddles in all the right places.
4;23;Sheldon; Could you please play the game without commenting on every card?
4;23;Raj; Sorry. Walking tree.
4;23;Sheldon; Last one.
4;23;Raj; I’m taking a stroll and I’m sporting wood.
4;23;Howard; Okay, the Eagle has landed.
4;23;Leonard; What’s going on?
4;23;Howard; Bernadette and my mother are having a get-to-know-you lunch at the Old Town Deli.
4;23;Raj; Oh, that sounds lovely.
4;23;Howard; Hope so. Of course, if history is any indication, my mother will swallow her whole and spit out her bones like an owl.
4;23;Leonard; Have you met Bernadette’s parents?
4;23;Howard; You mean Adolf and Eva? Not yet. One goose step at a time.
4;23;Raj; Sheldon, that’s my water.
4;23;Sheldon; Oh, dear Lord!
4;23;Leonard; That’s not your water.
4;23;Raj; I know.
4;23;Sheldon; Where’s the mouthwash?
4;23;Raj; Where indeed.
4;23;Scene; Howard’s house. 
4;23;Howard; Ma, I’m home! Where are you?
4;23;Mrs Wolowitz; I’m in the toilet.
4;23;Howard; So, how’d it go?
4;23;Mrs Wolowitz; Too soon to say. I’m not done yet.
4;23;Howard; No, I mean lunch, today, with Bernadette.
4;23;Mrs Wolowitz; Oh! I had a pastrami sandwich. She had eggplant lasagna. Like that’s what a person orders in a Jewish deli.
4;23;Howard; Besides food, did you get along? Did you talk?
4;23;Mrs Wolowitz; Oh, sure. Did you know she’s going to school to become a microbiologist?
4;23;Howard; No, she never mentioned it.
4;23;Mrs Wolowitz; I bet she did and you didn’t listen.
4;23;Howard; Yeah, that’s probably it. So, what do you think? Do you like her? She’s great, huh?
4;23;Mrs Wolowitz; She’s a lovely girl. Cute as a button.
4;23;Howard; That’s good to hear, ’cause I’ve got some news.
4;23;Mrs Wolowitz; I hope it’s good news, because I’ve got nothing but disappointment in here!
4;23;Howard; Bernadette and I are getting married. Ma? You too busy bearing down? Ma? (crashing sound from in bathroom) Oh, my God, Ma? Ma? Ma? Stand back, I’m gonna break the door down! (Runs at door. It doesn’t break down. Falls over.) Son of a bitch! Ma, help!
4;23;Scene; The laundry room.
4;23;Penny; Hey.
4;23;Sheldon; Hello.
4;23;Penny; Haven’t seen you in a while. How’s it going?
4;23;Sheldon; Oh, other than waiting out the exponential growth period of the virulent organisms trooping through my microvilli into my circulatory system, hunky-dory. (Penny laughs) Did I say something amusing?
4;23;Penny; I don’t know, maybe, I have no idea what you said.
4;23;Sheldon; So your mirth is merely a discharge of nervous energy with no semantic content at all?
4;23;Penny; My mirth. Classic.
4;23;Sheldon; Is there a station coming up where I can board your giggling train of thought?
4;23;Penny; It’s not a big deal, Sheldon. It’s just, ever since Leonard’s been dating Raj’s sister, I’ve had to keep my distance. I don’t get to hear all your jibber-jabber.
4;23;Sheldon; Jibber-jabber? I don’t jibber-jabber.
4;23;Penny; What are you doing at work these days?
4;23;Sheldon; Oh, I’m working on time-dependent backgrounds in string theory, specifically quantum field theory in D-dimensional de Sitter space.
4;23;Penny; Alright, come on, even you have to admit that’s jibber-jabber.
4;23;Sheldon; Interesting, do you know where the phrase jibber-jabber comes from?
4;23;Penny; Oh, my God, you’re about to jibber-jabber about jibber-jabber.
4;23;Leonard; Howard and his mother are at the hospital. Come on, we gotta go.
4;23;Penny; Oh, my God! What happened?
4;23;Leonard; I don’t know, I just got a text. Come on, hurry.
4;23;Penny; Okay.
4;23;Leonard; Sheldon, let’s go!
4;23;Sheldon; To a hospital? Full of sick people? Oh, I don’t think so.
4;23;Penny; Okay, well, your friend and his mother are there, we’re going.
4;23;Sheldon; I can’t.
4;23;Penny; Oh, don’t tell me you’re afraid of germs.
4;23;Sheldon; Not all germs. Just the ones that will kill me. It’s the same way I’m not afraid of all steak knives, just the ones that might be plunged in my thorax.
4;23;Leonard; Right, fine. I’ll tell Howard you didn’t come because you’re more concerned about your own well-being than his.
4;23;Sheldon; I would think he would know that.
4;23;Penny; Okay, you know what? You are unbelievable. You buy all these superhero T-shirts, but when it’s time for you to step up and do the right thing, you just hide in the laundry room.
4;23;Sheldon; Fine, I’ll go. Just for the record, my Aunt Ruth died in a hospital. She went in to visit my Uncle Roger, caught something and bit the dust a week later. The two of them now share a coffee can on my mother’s mantel.
4;23;Scene; A hospital waiting room. 
4;23;Howard; So I knocked down the bathroom door, picked up my poor unconscious mother, carried her to the car, and drove like a madman to the emergency room.
4;23;Bernadette; You’re a real hero, Howard.
4;23;Howard; No, I did what any son would do.
4;23;Penny; Hang on a second, you picked up your mother? Her own legs are barely able to do that.
4;23;Howard; I was filled with adrenaline. It happens to be how women lift cars off babies.
4;23;Penny; Yeah, I’m saying, it’d be easier to lift a car.
4;23;Howard; What can I tell you? After I found the courage to put her pants back on, I was unstoppable.
4;23;Leonard; So, how is she?
4;23;Howard; They’re running tests. I don’t know. It may have been a heart attack or heart-attack-like event.
4;23;Penny; What’s the difference?
4;23;Sheldon; A heart-attack-like event is an event that’s like a heart attack.
4;23;Penny; Thanks for clearing that up.
4;23;Sheldon; Regardless, coronary problems are eminently treatable. What’s more likely going to kill Howard’s mother are the antibiotic-resistant super-bugs festering in every nook and cranny of this hospital.
4;23;Penny; Okay, you’re not helping.
4;23;Sheldon; Disagree.
4;23;Leonard; Go sit over there.
4;23;Sheldon; I’ll sit over there, it looks cleaner.
4;23;Leonard; Is there a history of heart disease in your family?
4;23;Howard; My family is the history of heart disease. There’s a cave painting in France of one of my ancestors doing this (clutches chest).
4;23;Bernadette; So it’s probably genetic.
4;23;Howard; Well, maybe. Mom also had just gotten some news that might have upset her.
4;23;Bernadette; What?
4;23;Howard; It’s not important.
4;23;Bernadette; Come on, Howard, I’m going to be your wife. You can share anything with me.
4;23;Howard; You’d think that. But no.
4;23;Bernadette; You told her we were going to get married and she had a heart attack?
4;23;Howard; You can’t take that personally.
4;23;Penny; How else is she supposed to take it?
4;23;Howard; What you’ve got to keep in mind is that ever since my dad left, I’ve been the whole world to my mother. I mean, she’d be threatened by any woman who can give me what she can’t.
4;23;Bernadette; You mean sexual intercourse?
4;23;Howard; Well, when you say it like that you make it sound creepy.
4;23;Priya; What happened?
4;23;Bernadette; Howard’s mother had a heart attack because I have sex with him and she can’t.
4;23;Howard; Bernie, wait!
4;23;Sheldon; I’ll give you $1,000 if you’ll drive me home.
4;23;Scene; The same, later.
4;23;Priya; Nice of you to come for Howard.
4;23;Penny; Well, he’s my friend. It’s what you do. (Laughs)
4;23;Priya; I’m sorry, did I miss something?
4;23;Penny; It’s just so weird. Howard Wolowitz is my friend. You know, once he tried to stick his tongue down my throat and I broke his nose.
4;23;Priya; That’s a little easier to believe than he’s your friend.
4;23;Penny; Yeah, tell me about it.
4;23;Priya; You know, my brother had a group of friends like this in India. They dressed up in leotards and goggles and called themselves the New Delhi Power Rangers.
4;23;Penny; You mean when he was little.
4;23;Priya; Not as little as you’d want him to be.
4;23;Penny; You know, this stuff is horrible. You want to see if we can find the cafeteria and get real coffee?
4;23;Priya; Sure. We’re going to the cafeteria to get some coffee. You want anything?
4;23;Leonard; I’m fine. That’s nice that they’re getting along.
4;23;Raj; Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.
4;23;Leonard; What are you talking about?
4;23;Raj; One of them broke up with you. Do you really want her telling the other one why?
4;23;Leonard; I don’t care. I don’t have anything to hide.
4;23;Raj; Good, good. Then you have nothing to worry about.
4;23;Leonard; No, I do not. You are a mean little man.
4;23;Raj; You’d think it’d be because my parents didn’t love me, but actually they loved me a great deal.
4;23;Howard; Bernie, it’s not you. She’s just set in her ways.
4;23;Bernadette; How can we be together if the thought of us getting married might kill your mother?
4;23;Howard; It’s the circle of life, sweetie. One day our son will marry someone and it will kill you.
4;23;Sheldon; Howard, I have to go to the bathroom and no one will take me home.
4;23;Howard; What’s wrong with the bathroom here?
4;23;Sheldon; Pneumococcus, streptococcus, staphylococcus and other assorted coccuses.
4;23;Howard; Sheldon, my mother is on her deathbed and my fiancée is grief-stricken over putting her there. I’m not taking you home.
4;23;Sheldon; Will you at least go with me to the restroom here, so you can open the door and flush the urinal?
4;23;Howard; No!
4;23;Sheldon; This might be a good time to point out, Howard, that friendship requires a certain give and take. Hold the door!
4;23;Doctor; Mr. Wolowitz?
4;23;Howard; Is she okay?
4;23;Doctor; It wasn’t a heart attack. She’s awake, she’s resting comfortably. We’re still running a few tests.
4;23;Howard; Can I see her?
4;23;Doctor; Actually, she said, and I quote, she’d like to see the little Catholic girl first.
4;23;Bernadette; Me? Why me?
4;23;Howard; Jews have been asking that for centuries. There’s no real good answer.
4;23;Bernadette; Okay, well, wish me luck.
4;23;Howard; Don’t worry, you’ll be fine. Let’s just hide Mr. Cross. If it touches her, it burns.
4;23;Doctor; You brought a Catholic girl home to your mother?
4;23;Howard; Yeah.
4;23;Doctor; Why don’t I write you a prescription for Xanax.
4;23;Scene; Outside the hospital washroom. A man enters. 339
4;23;Sheldon; Finally. (Goes down corridor. Dodges into a door to avoid a coughing patient on a trolley. The room is full of doctors in hazmat suits.) Oh, what fresh hell is this?
4;23;Doctor; Wait, you can’t leave here, you’ve been exposed.
4;23;Sheldon; No, I haven’t. It’s all good.
4;23;Scene; A hospital corridor. 
4;23;Penny; You want to talk about crazy mothers, Leonard’s mom wouldn’t give him any sort of approval growing up.
4;23;Priya; Oh, the poor thing.
4;23;Penny; It makes him desperate to please women. That’s why the foreplay goes on and on.
4;23;Priya; It does, doesn’t it?
4;23;Penny; It’s like he’s trying to win a prize. A word of advice, don’t doze off. You will never hear the end of it.
4;23;Sheldon; Help me! Come back! Penny!
4;23;Scene; The waiting room. 
4;23;Leonard; There are a couple of things I did with Penny that might be a little silly, but…
4;23;Raj; Like what?
4;23;Leonard; Every once in a while, before we’d go to bed, I’d put on a little show for her.
4;23;Raj; What do you mean, a show?
4;23;Leonard; Well, you know, the way I took my clothes off.
4;23;Raj; Like, to music?
4;23;Leonard; I’d look pretty stupid if there was no music.
4;23;Raj; So you’d do a striptease?
4;23;Leonard; I wasn’t swinging around a pole.
4;23;Raj; Good, good.
4;23;Leonard; There was one time I put body glitter on.
4;23;Raj; Well, I don’t think you have to worry about Penny telling my sister that.
4;23;Leonard; No, she wouldn’t.
4;23;Raj; Your big problem is me telling her.
4;23;Leonard; You really are a mean little man.
4;23;Priya; Oh, God, that’s so true.
4;23;Penny; Yeah, I know, right?
4;23;Leonard; Hey, what took you guys so long?
4;23;Priya; Oh, we were just chatting.
4;23;Leonard; That’s nice. What about?
4;23;Penny; We were just comparing notes about how you are in the sack.
4;23;Leonard; That’s funny.
4;23;Penny; Yeah.
4;23;Raj; What if she wasn’t kidding?
4;23;Leonard; It doesn’t matter. I’m the king of foreplay.
4;23;Howard; Hey, how’d it go?
4;23;Bernadette; You’re a putz. You know what that means?
4;23;Howard; Yeah. Do you?
4;23;Bernadette; Your mother just taught it to me. She thinks she got food poisoning from that deli and she just wanted to make sure I was okay.
4;23;Howard; And are you?
4;23;Bernadette; No, because I’m engaged to a putz. You let me believe I was the reason she had a heart attack.
4;23;Howard; Well, based on the available evid…
4;23;Bernadette; Shut up! She said I’m a wonderful girl and that you’re lucky to have me.
4;23;Howard; Where are you going?
4;23;Bermadette; To the toilet! Is that okay with you?
4;23;Howard; Is it just me, or does she sound sexy when she’s angry?
4;23;Scene; A hospital room. The guys except for Sheldon are in Hazmat suits. 
4;23;Sheldon; Mountain Elf.
4;23;Raj; He takes the elf from off the shelf.
4;23;Leonard; Hell Hounds.
4;23;Raj; Hell Hounds. Who let the Satanic dogs out? Who? Who-who?
4;23;Howard; Colossal Serpent.
4;23;Raj; I got a colossal serpent right here.
4;23;Sheldon; Must you?
4;23;Raj; Sorry, I’m just trying to cheer my buddy up. Rotting Zombie. Sheldon’s new Facebook photo.
4;23;Sheldon; Zandor, Wizard of the North. Ha! I win.
4;23;Howard; If you skip the part about being under a two-week quarantine because you were exposed to a deadly disease, absolutely.
4;24;Scene; The Cheesecake Factory
4;24;Penny; Hey, you guys ready to order?
4;24;Howard; Uh..
4;24;Leonard; Sure
4;24;Penny; Okay, Priya?
4;24;Priya; Uh, I’ll have the Shepherd’s Pie. You want to split that with me?
4;24;Leonard; Oh, no, no, no, he doesn’t.
4;24;Priya; Why not?
4;24;Leonard; Well, you have milk in the taters, milk in the gravy, parmesan crust. Your lactose-intolerant boyfriend will turn into a gas-filled Macy’s Day balloon.
4;24;Sheldon; Not quite accurate. The Macy’s balloons are filled with helium, whereas Leonard produces copious amounts of methane.
4;24;Leonard; So, no, on the Shepherd’s Pie. Can we move on?
4;24;Penny; Yeah, a little tip: he says he can eat frozen yoghurt. Do not believe it.
4;24;Leonard; Sea bass. I’ll have the sea bass.
4;24;Howard; You gotta like this, the girlfriend and the ex-girlfriend bonding over your rooty-tooty stinky booty.
4;24;Leonard; Kill me.
4;24;Sheldon; It wouldn’help. The human body is capable of being flatulent for hours after death.
4;24;Bernadette; Guys, sorry I’m late. I have amazing news.
4;24;Sheldon; Bernadette, before you change the subject, does anyone have any final comments on Leonard’s faulty digestive system?
4;24;Leonard; So, what’s your news, Bernadette?
4;24;Bernadette; The thesis committee accepted my doctoral dissertation. I’m getting my PhD.
4;24;Penny; Oh!
4;24;Sheldon; Oh, congratulations.
4;24;Penny; Wow, so that means you’re a doctor, you’re a doctor, you’re a doctor, you’re a doctor, and Howard, you know a lot of doctors.
4;24;Howard; Congratulations, honey.
4;24;Bernadette; Thank you.
4;24;Leonard; So, Howard, tell us, how’s it feel knowing that when you two get married, you’ll be referred to as Mr. and Dr. Wolowitz?
4;24;Sheldon; Unless he takes Bernadette’s last name. And considering her advanced status, that could open some doors for him.
4;24;Howard; Please, this isn’t about me. I’m proud of you.
4;24;Bernadette; Well, you’ll be really be proud of this. I was headhunted by a big pharmaceutical company. They’re gonna pay me a buttload of money!
4;24;Howard; What?
4;24;Leonard; Bernadette, that’s great. Howard, do you make a buttload?
4;24;Howard; Better than what you’ve got a buttload of.
4;24;Leonard; Hey, if I roll down the windows in the car, everything’s peachy. If you do it, you’re still not a doctor.
4;24;Penny; Yeah, just a heads-up on the car window deal. It helps, but everything is not peachy.
4;24;Scene; Raj’s apartment. 
4;24;Raj; Oh, if there was a problem, you can’t solve it, check out the hook while my DJ revolves it. Ice, Ice, baby. Ice, Ice, baby. (Removes headphones and goes to refrigerator).
